Country,Year,GDP
Afghanistan,2015,584.25921
Afghanistan,2014,612.696514
Afghanistan,2013,631.744976
Afghanistan,2012,669.959
Afghanistan,2011,382.2439604714286
Afghanistan,2010,553.32894
Afghanistan,2009,445.8932979
Afghanistan,2008,373.3611163
Afghanistan,2007,369.835796
Afghanistan,2006,272.56377
Afghanistan,2005,382.2439604714286
Afghanistan,2004,219.1413528
Afghanistan,2003,198.7285436
Afghanistan,2002,187.84595
Afghanistan,2001,117.49698
Afghanistan,2000,114.56
Albania,2015,3954.22783
Albania,2014,4575.763787
Albania,2013,4414.72314
Albania,2012,4247.61438
Albania,2011,4437.17868
Albania,2010,494.358832
Albania,2009,4114.136545
Albania,2008,437.539647
Albania,2007,363.13685
Albania,2006,2258.6998374666664
Albania,2005,279.142931
Albania,2004,2416.588235
Albania,2003,189.681557
Albania,2002,1453.642777
Albania,2001,1326.97339
Albania,2000,1175.788981
Algeria,2014,547.8517
Algeria,2013,5471.866766
Algeria,2012,5564.82566
Algeria,2011,5432.2523
Algeria,2010,4463.394675
Algeria,2009,3868.83123
Algeria,2008,495.254866
Algeria,2007,3935.183343
Algeria,2006,3464.6179
Algeria,2005,3584.306074
Algeria,2004,2598.9823
Angola,2014,479.31224
Angola,2013,484.616884
Angola,2012,4598.249988
Angola,2011,4299.12889
Angola,2010,3529.53482
Angola,2009,3347.84485
Angola,2008,3868.578883
Angola,2007,2878.837144
Argentina,2014,12245.25645
Argentina,2013,12976.63642
Argentina,2012,12969.7712
Argentina,2011,12726.9836
Argentina,2010,1276.265
Argentina,2009,8161.36966
Argentina,2008,8953.359275
Argentina,2007,7193.61764
Argentina,2006,5878.76127
Argentina,2005,576.883829
Argentina,2004,4251.574348
Argentina,2003,333.4376
Argentina,2002,2579.193168
Armenia,2014,3994.712355
Armenia,2013,3843.591213
Armenia,2012,3684.8481
Armenia,2011,3526.978143
Armenia,2010,3218.381655
Armenia,2009,2993.832531
Armenia,2008,2422.7453984384615
Armenia,2007,3138.8873
Armenia,2006,2158.299
Armenia,2005,1643.758397
Armenia,2004,1191.96192
Armenia,2003,2422.7453984384615
Armenia,2002,783.261699
Armenia,2001,694.435119
Armenia,2000,622.7427477
Australia,2014,62214.6912
Australia,2013,67792.3386
Australia,2012,67677.63477
Australia,2011,62245.129
Australia,2010,51874.848
Australia,2009,42742.99898
Australia,2008,49664.6854
Australia,2007,4991.98289
Australia,2006,36118.28381
Australia,2005,3416.71483
Australia,2004,3472.37977
Australia,2003,23465.38559
Australia,2002,281.81763
Australia,2001,19517.84168
Austria,2014,51322.63997
Austria,2013,554.71532
Austria,2012,48333.57273
Austria,2011,51126.74139
Austria,2010,46657.629
Austria,2009,47654.18721
Austria,2008,51386.37665
Austria,2007,46586.6525
Austria,2006,443.99361
Austria,2005,38242.4252
Austria,2004,36693.4262
Austria,2003,3212.9355
Austria,2002,26351.37568
Austria,2001,24489.73553
Austria,2000,24517.26745
Azerbaijan,2014,7891.299776
Azerbaijan,2013,7875.756953
Azerbaijan,2012,7496.335728
Azerbaijan,2011,7189.691229
Azerbaijan,2010,5842.85784
Azerbaijan,2009,495.294791
Azerbaijan,2008,5574.6382
Azerbaijan,2007,3851.437869
Azerbaijan,2006,2473.85776
Azerbaijan,2005,1578.4239
Azerbaijan,2004,145.2163
Azerbaijan,2003,883.6439965
Azerbaijan,2002,763.73858
Bangladesh,2014,184.56543
Bangladesh,2013,951.8894535
Bangladesh,2012,856.342857
Bangladesh,2011,835.789341
Bangladesh,2010,757.6717572
Bangladesh,2009,681.125368
Bangladesh,2008,615.7775411
Bangladesh,2007,541.651484
Bangladesh,2006,494.51466
Bangladesh,2005,484.155471
Bangladesh,2004,621.4747509090909
Bangladesh,2003,432.7388972
Belarus,2014,8318.429294
Belarus,2013,7978.825443
Belarus,2012,694.243915
Belarus,2011,6519.71753
Belarus,2010,3926.5642877142855
Belarus,2009,5176.172649
Belarus,2008,6376.183153
Belarus,2007,4735.484827
Belarus,2006,3848.215966
Belarus,2005,3126.71767
Belarus,2004,2378.33927
Belarus,2003,1819.525644
Belarus,2002,1479.383142
Belarus,2001,1244.373185
Belarus,2000,1276.28834
Belgium,2014,47439.39684
Belgium,2013,4651.38647
Belgium,2012,4474.5717
Belgium,2011,4772.77415
Belgium,2010,4438.23741
Belgium,2009,4488.5615
Belgium,2008,48424.58927
Belgium,2007,4443.83131
Belgium,2006,38852.3613
Belgium,2005,36967.28292
Belgium,2004,35589.71295
Belgium,2003,3743.95693
Belgium,2002,2552.3328
Belgium,2001,23121.56635
Belgium,2000,2327.4591
Belize,2014,4852.223666
Belize,2013,4688.538443
Belize,2012,4673.63848
Belize,2011,4516.24675
Belize,2010,4344.15177
Belize,2009,4258.788611
Belize,2008,4116.497809785715
Belize,2007,4324.876427
Belize,2006,4187.3783
Belize,2005,3933.332215
Belize,2004,3831.53819
Belize,2003,3679.99523
Belize,2002,3556.561825
Belize,2001,3419.275719
Belize,2000,3364.423711
Benin,2014,943.686575
Benin,2013,915.2674586
Benin,2012,837.9551
Benin,2011,825.9427854
Benin,2010,757.695974
Benin,2009,793.45243
Benin,2008,722.1323898
Benin,2007,722.1323898
Benin,2006,625.8392
Benin,2005,722.1323898
Benin,2004,583.493514
Benin,2003,519.2922847
Benin,2002,418.6985763
Bhutan,2014,2522.7968
Bhutan,2013,235.882889
Bhutan,2012,2422.816
Bhutan,2011,2458.45976
Bhutan,2010,2178.921383
Bhutan,2009,177.234497
Bhutan,2008,1795.18137
Bhutan,2007,1741.142552
Bhutan,2006,1335.45696
Bhutan,2005,1247.61392
Bhutan,2004,197.45788
Bhutan,2003,997.7417141
Bhutan,2002,885.6382245
Bhutan,2001,1354.4433703857142
Bhutan,2000,765.8632358
Bosnia and Herzegovina,2014,5193.94932
Bosnia and Herzegovina,2013,535.86555
Bosnia and Herzegovina,2012,4716.673325
Bosnia and Herzegovina,2011,2432.784353
Bosnia and Herzegovina,2010,4611.47298
Bosnia and Herzegovina,2009,4697.89732
Bosnia and Herzegovina,2008,575.31664
Bosnia and Herzegovina,2007,418.292176
Bosnia and Herzegovina,2006,344.321698
Bosnia and Herzegovina,2005,2968.41186
Bosnia and Herzegovina,2004,265.642661
Botswana,2014,7497.762376
Botswana,2013,4668.735008285715
Botswana,2012,729.231453
Botswana,2011,7645.21469
Botswana,2010,6346.15624
Botswana,2009,5185.729845
Botswana,2008,5623.379566
Botswana,2007,5714.47937
Botswana,2006,5374.554867
Botswana,2005,5351.253732
Botswana,2004,4896.583835
Botswana,2003,4163.6596
Botswana,2002,355.618382
Botswana,2001,3128.97793
Botswana,2000,3349.68823
Brazil,2014,1226.61731
Brazil,2013,12216.9446
Brazil,2012,12291.46685
Brazil,2011,13167.47289
Brazil,2010,11224.1548
Brazil,2009,8553.3847
Brazil,2008,8787.61375
Brazil,2007,7313.557962
Brazil,2006,586.145975
Brazil,2005,477.182746
Brazil,2004,3623.47667
Brazil,2003,359.587582
Brazil,2002,2819.649531
Brazil,2001,3146.95177
Brazil,2000,3739.11936
Bulgaria,2014,7853.335191
Bulgaria,2013,7674.86559
Bulgaria,2012,7378.25539
Bulgaria,2011,7813.83499
Bulgaria,2010,6843.263289
Bulgaria,2009,6955.987733
Bulgaria,2008,7296.122479
Bulgaria,2007,5932.899677
Bulgaria,2006,4513.13628
Bulgaria,2005,3893.68998
Bulgaria,2004,3381.57837
Bulgaria,2003,271.46824
Bulgaria,2002,287.534843
Bulgaria,2001,1764.97387
Bulgaria,2000,169.28586
Burkina Faso,2014,579.477008825
Burkina Faso,2013,699.452847
Burkina Faso,2012,673.8227
Burkina Faso,2011,666.842783
Burkina Faso,2010,575.4464527
Burkina Faso,2009,552.7455521
Burkina Faso,2008,569.7612784
Burkina Faso,2007,475.11122
Burkina Faso,2006,422.6332374
Burundi,2014,312.7489794
Burundi,2013,282.7555252
Burundi,2012,265.285651
Burundi,2011,225.93440377142858
Burundi,2010,231.1943256
Burundi,2009,225.93440377142858
Burundi,2008,196.2472628
Burundi,2007,225.93440377142858
Burundi,2006,165.8794176
Burundi,2005,225.93440377142858
Burundi,2004,127.4296648
Cabo Verde,2014,3529.61843
Cabo Verde,2013,3558.796314
Cabo Verde,2012,348.482762
Cabo Verde,2011,367.429453
Cabo Verde,2010,3312.825985
Cabo Verde,2009,3444.5566
Cabo Verde,2008,3638.95946
Cabo Verde,2007,3112.285712
Cabo Verde,2006,234.28992
Cabo Verde,2005,248.13459
Cabo Verde,2004,1976.45856
Cabo Verde,2003,1768.92132
Cabo Verde,2002,1373.515636
Cambodia,2014,198.687123
Cambodia,2013,128.419568
Cambodia,2012,581.3583043374999
Cambodia,2011,882.491462
Cambodia,2010,785.6928841
Cambodia,2009,738.2326684
Cambodia,2008,745.7877873
Cambodia,2007,631.675789
Cambodia,2006,539.8791529
Cameroon,2014,1441.1417
Cameroon,2013,1365.34419
Cameroon,2012,1255.648189
Cameroon,2011,1295.649726
Cameroon,2010,1182.869227
Cameroon,2009,123.19538
Cameroon,2008,1233.524316
Cameroon,2007,111.71186
Cameroon,2006,995.696870711111
Cameroon,2005,952.1872484
Canada,2014,544.43376
Canada,2013,52413.72116
Canada,2012,52496.69487
Canada,2011,5282.2176
Canada,2010,47447.4762
Canada,2009,4773.45436
Canada,2008,46596.33599
Canada,2007,44544.5268
Canada,2006,4386.69948
Canada,2005,36189.58838
Canada,2004,31979.87195
Canada,2003,28172.14883
Central African Republic,2014,377.132274
Central African Republic,2013,337.4849614
Central African Republic,2012,486.41114
Central African Republic,2011,494.336779
Central African Republic,2010,446.4434494
Central African Republic,2009,449.961839
Chad,2014,125.998515
Chad,2013,986.13177
Chad,2012,973.472574
Chad,2011,989.2363633
Chad,2010,896.5697341
Chad,2009,816.8635579
Chad,2008,929.772391
Chile,2014,14817.37778
Chile,2013,15941.39722
Chile,2012,15431.9293
Chile,2011,1475.69242
Chile,2010,1286.17764
Chile,2009,1243.32824
Chile,2008,1781.3668
Chile,2007,1526.87746
Chile,2006,9484.681227
China,2014,7683.5238
China,2013,777.77594
China,2012,6337.882993
China,2011,5633.79616
China,2010,456.512487
China,2009,3838.434292
China,2008,3471.247547
China,2007,2695.366223
China,2006,299.229676
China,2005,1753.4178
China,2004,158.668462
China,2003,1288.642924
China,2002,1148.5857
China,2001,153.1824
China,2000,959.372181
Colombia,2014,7913.383432
Colombia,2013,3744.1757226428567
Colombia,2012,7884.984429
Colombia,2011,7227.73968
Colombia,2010,625.65544
Colombia,2009,5148.422113
Colombia,2008,5433.7245
Colombia,2007,4674.21961
Colombia,2006,379.78776
Colombia,2005,3386.256
Colombia,2004,274.249442
Colombia,2003,2246.257472
Colombia,2002,2355.725857
Colombia,2001,2395.856551
Colombia,2000,2472.197831
Comoros,2014,852.954379
Comoros,2013,834.341949
Comoros,2012,788.632653
Comoros,2011,829.7586885
Comoros,2010,769.1742883
Comoros,2009,778.5454199
Comoros,2008,795.97519
Comoros,2007,734.6081552090909
Comoros,2006,648.38717
Comoros,2005,621.93372
Comoros,2004,616.4197236
Comoros,2003,544.566526
Costa Rica,2014,1647.44179
Costa Rica,2013,1569.66631
Costa Rica,2012,9985.36959
Costa Rica,2011,9186.59639
Costa Rica,2010,8199.414621
Costa Rica,2009,689.396224
Costa Rica,2008,6911.136136
Costa Rica,2007,612.623418
Costa Rica,2006,5245.187372
Costa Rica,2005,4697.11135
Costa Rica,2004,4425.57467
Costa Rica,2003,4167.71417
Costa Rica,2002,462.14965
Costa Rica,2001,3981.52847
Costa Rica,2000,388.363689
Croatia,2014,13467.46827
Croatia,2013,13574.749
Croatia,2012,13235.97757
Croatia,2011,14539.18421
Croatia,2010,13753.536988333333
Croatia,2009,14157.14416
Croatia,2008,13753.536988333333
Croatia,2007,13546.69872
Cyprus,2014,2734.88382
Cyprus,2013,2797.96736
Cyprus,2012,28951.15556
Cyprus,2011,32233.83942
Cyprus,2010,3818.46396
Cyprus,2009,3215.8159
Cyprus,2008,3539.7488
Cyprus,2007,31386.63265
Cyprus,2006,27169.99256
Cyprus,2005,25324.48666
Cyprus,2004,23932.49128
Cyprus,2003,2293.4789
Cyprus,2002,16372.29152
Cyprus,2001,1562.92433
Cyprus,2000,14672.8826
Djibouti,2014,174.91511
Djibouti,2013,1622.637974
Djibouti,2012,1536.15685
Djibouti,2011,143.986898
Djibouti,2010,1325.99724
Djibouti,2009,1253.657431
Djibouti,2008,1214.77118
Djibouti,2007,147.586896
Dominican Republic,2014,6268.692122
Dominican Republic,2013,627.55544
Dominican Republic,2012,5968.876767
Dominican Republic,2011,5759.643
Dominican Republic,2010,5451.6696
Dominican Republic,2009,4952.67753
Dominican Republic,2008,511.37937
Dominican Republic,2007,4647.31359
Dominican Republic,2006,3836.468771
Dominican Republic,2005,3681.5993
Dominican Republic,2004,2421.9662
Dominican Republic,2003,2372.628827
Dominican Republic,2002,3546.0749680714284
Dominican Republic,2001,2862.154836
Dominican Republic,2000,282.4242
Ecuador,2014,6432.216537
Ecuador,2013,674.9829
Ecuador,2012,572.14313
Ecuador,2011,5223.351763
Ecuador,2010,4657.32361
Ecuador,2009,4255.56571
Ecuador,2008,4274.95265
Ecuador,2007,359.71886
Ecuador,2006,335.786541
Ecuador,2005,321.942547
Ecuador,2004,278.557892
Ecuador,2003,244.46898
Ecuador,2002,2183.966796
Ecuador,2001,193.741571
Ecuador,2000,1451.29776
El Salvador,2014,3988.771871
El Salvador,2013,3895.664491
El Salvador,2012,3827.786267
El Salvador,2011,3736.58713
El Salvador,2010,3474.392445
El Salvador,2009,3366.482133
El Salvador,2008,357.347674
El Salvador,2007,334.83817
El Salvador,2006,362.951768
El Salvador,2005,2835.281237
El Salvador,2004,2632.79942
El Salvador,2003,2519.737387
El Salvador,2002,248.4125
El Salvador,2001,2338.772244
El Salvador,2000,2238.4116
Equatorial Guinea,2014,192.59733
Eritrea,2011,289.82656563333336
Eritrea,2010,289.82656563333336
Eritrea,2009,289.82656563333336
Eritrea,2008,326.825642
Eritrea,2007,317.3294336
Eritrea,2006,297.828588
Eritrea,2005,276.75896
Eritrea,2004,287.4222243
Eritrea,2003,232.7945459
Eritrea,2002,289.82656563333336
Estonia,2014,19941.45532
Estonia,2013,1929.7746
Estonia,2012,17421.8922
Estonia,2011,17454.84342
Estonia,2010,14638.6482
Estonia,2009,14726.31828
Estonia,2008,1894.5485
Estonia,2007,16586.452
Estonia,2006,12595.4165
Estonia,2005,1338.31322
Estonia,2004,885.465115
Ethiopia,2014,352.21325636666666
Ethiopia,2013,352.21325636666666
Ethiopia,2012,468.567249
Ethiopia,2011,354.8463544
Ethiopia,2010,341.39992
Ethiopia,2009,379.7566385
Ethiopia,2008,325.3825543
Ethiopia,2007,243.326822
Fiji,2014,546.3728
Fiji,2013,4763.68956
Fiji,2012,4546.73854
Fiji,2011,4353.121392
Fiji,2010,3651.966784
Fiji,2009,3369.48247
Fiji,2008,4177.657789
Fiji,2007,478.82327
Fiji,2006,3749.939813
Fiji,2005,3658.63832
Fiji,2004,3332.918533
Fiji,2003,2835.973972
Fiji,2002,2259.55796
Fiji,2001,238.891729
Fiji,2000,276.1338
France,2014,42955.24287
France,2013,42554.1225
France,2012,4838.2444
France,2011,4381.288
France,2010,473.34279
France,2009,41631.13141
France,2008,45413.6571
France,2007,416.58397
France,2006,36544.5853
France,2005,34879.72633
France,2004,33874.74255
France,2003,29691.18158
France,2002,24275.2426
France,2001,22527.31775
France,2000,22465.64184
Gabon,2014,9692.163874
Gabon,2013,9679.742995
Gabon,2012,9774.18117
Gabon,2011,1716.2258
Gabon,2010,8754.113376
Gabon,2009,763.66223
Gabon,2008,194.2746
Gabon,2007,8352.81711
Gabon,2006,727.777345
Gabon,2005,6741.293948
Georgia,2014,4429.6575
Georgia,2013,4274.376857
Georgia,2012,4142.869175
Georgia,2011,3725.63221
Georgia,2010,2964.47734
Georgia,2009,276.588512
Georgia,2008,3174.9491
Georgia,2007,2492.12878
Georgia,2006,1872.68416
Georgia,2005,153.57521
Georgia,2004,127.367228
Georgia,2003,928.18227
Georgia,2002,779.3845935
Georgia,2001,733.974142
Georgia,2000,691.997711
Germany,2014,4792.65288
Germany,2013,4653.91143
Germany,2012,4465.24891
Germany,2011,4681.32796
Germany,2010,41785.55691
Germany,2009,41732.7725
Germany,2008,45699.19832
Germany,2007,41814.8191
Germany,2006,36447.87232
Germany,2005,34696.6292
Germany,2004,34165.9343
Germany,2003,3359.95215
Germany,2002,2525.16445
Germany,2001,23687.31689
Germany,2000,23718.7467
Ghana,2014,1432.227943
Ghana,2013,1814.492297
Ghana,2012,1629.8222
Ghana,2011,1574.978653
Ghana,2010,1312.67557
Ghana,2009,186.76538
Ghana,2008,1224.41554
Ghana,2007,1035.7236670272728
Ghana,2006,922.9351677
Ghana,2005,498.172394
Ghana,2004,423.1936389
Ghana,2003,373.2815537
Ghana,2002,1035.7236670272728
Greece,2014,21673.7817
Greece,2013,21874.8195
Greece,2012,22242.68193
Greece,2011,25916.29353
Greece,2010,26917.75898
Greece,2009,2971.973
Greece,2008,31997.2821
Greece,2007,28827.32636
Greece,2006,2481.15781
Greece,2005,22551.73574
Greece,2004,21955.149
Greece,2003,18477.57841
Greece,2002,1411.31339
Greece,2001,12538.17883
Greece,2000,1242.95373
Guatemala,2014,3687.763767
Guatemala,2013,3452.828934
Guatemala,2012,3299.65139
Guatemala,2011,3187.845296
Guatemala,2010,2825.5247
Guatemala,2009,2635.753474
Guatemala,2008,2794.22189
Guatemala,2007,2489.955836
Guatemala,2006,2256.56724
Guatemala,2005,2958.901391888889
Guinea,2014,561.997387
Guinea,2013,466.83523986
Guinea,2012,466.83523986
Guinea,2011,459.2912
Guinea,2010,438.7513346
Guinea,2009,436.6895539
Guinea,2008,437.4467238
Guinea,2007,466.83523986
Guinea-Bissau,2014,642.6256154
Guinea-Bissau,2013,605.8764256
Guinea-Bissau,2012,605.8764256
Guinea-Bissau,2011,692.69989
Guinea-Bissau,2010,543.957418
Guinea-Bissau,2009,544.222779
Guyana,2014,1943.176250775
Guyana,2013,3944.178173
Guyana,2012,3785.935665
Guyana,2011,3439.597513
Guyana,2010,326.281212
Guyana,2009,2716.35256
Guyana,2008,2576.124957
Guyana,2007,2327.58324
Guyana,2006,1945.6395
Guyana,2005,198.455216
Guyana,2004,145.58861
Guyana,2003,986.7958173
Guyana,2002,1943.176250775
Guyana,2001,925.582546
Haiti,2014,5724.540353934264
Haiti,2013,5724.540353934264
Honduras,2014,2242.711912
Honduras,2013,2136.77395
Honduras,2012,2178.38325
Honduras,2011,212.584798
Honduras,2010,1932.85829
Honduras,2009,1815.489496
Honduras,2008,1751.595857
Honduras,2007,1592.572182
Honduras,2006,1437.628785
Honduras,2005,1311.741714
Honduras,2004,1217.657961
Honduras,2003,1157.3427
Honduras,2002,1132.8721
Honduras,2001,113.4546
Honduras,2000,188.783165
India,2014,1573.11889
India,2013,1452.195373
India,2012,1446.98541
India,2011,1461.671957
India,2010,1345.77153
India,2009,1089.2191379666665
India,2008,991.484634
India,2007,118.166373
India,2006,792.259698
India,2005,1089.2191379666665
India,2004,621.3183767
Indonesia,2014,3491.595887
Indonesia,2013,362.663981
Indonesia,2012,3687.953996
Indonesia,2011,3634.27685
Indonesia,2010,3113.48635
Indonesia,2009,2254.44566
Indonesia,2008,216.52766
Indonesia,2007,1855.93915
Indonesia,2006,1586.254
Indonesia,2005,126.928834
Indonesia,2004,1148.56996
Indonesia,2003,164.59447
Indonesia,2002,899.5556857
Indonesia,2001,747.9817455
Indonesia,2000,1663.6267306571428
Iraq,2014,673.74737
Iraq,2013,6925.22446
Iraq,2012,6651.12242
Iraq,2011,5854.614497
Iraq,2010,452.74948
Iraq,2009,3735.144836
Iraq,2008,4521.3247
Iraq,2007,3129.224922
Iraq,2006,2351.812429
Iraq,2005,1849.63911
Iraq,2004,1391.816923
Ireland,2014,5553.32623
Ireland,2013,5234.76736
Ireland,2012,49231.36254
Ireland,2011,52567.52568
Ireland,2010,48538.58776
Israel,2014,37582.84624
Israel,2013,36393.66932
Israel,2012,32569.59683
Israel,2011,33657.15727
Israel,2010,3661.994
Israel,2009,27795.87671
Israel,2008,29657.4421
Israel,2007,258.637
Israel,2006,2195.1769
Israel,2005,2611.17931
Israel,2004,19888.172
Israel,2003,18946.99942
Israel,2002,18431.15696
Israel,2001,236.19646
Israel,2000,2152.1432
Italy,2014,35396.66517
Italy,2013,3537.27441
Italy,2012,34814.12436
Italy,2011,38334.68477
Italy,2010,35849.37364
Italy,2009,36976.84512
Italy,2008,464.18465
Italy,2007,37698.78573
Italy,2006,3341.7482
Italy,2005,31959.26215
Italy,2004,31174.56118
Italy,2003,27387.2258
Italy,2002,22196.5736
Italy,2001,24241.610812857143
Italy,2000,251.2426
Jamaica,2014,4855.743789
Jamaica,2013,2527.487293
Jamaica,2012,521.33363
Jamaica,2011,513.549487
Jamaica,2010,4682.728424
Jamaica,2009,4293.383274
Jamaica,2008,492.492378
Jamaica,2007,462.517913
Jamaica,2006,4313.1682
Jamaica,2005,482.24762
Jamaica,2004,3719.97351
Jamaica,2003,3465.221998
Jordan,2014,466.94775
Jordan,2013,3992.86717
Jordan,2012,387.753211
Jordan,2011,387.324145
Jordan,2010,3679.19275
Jordan,2009,3492.1396
Jordan,2008,3385.69665
Jordan,2007,2762.86354
Jordan,2006,2537.349
Jordan,2005,223.83787
Jordan,2004,261.456882
Jordan,2003,1889.213962
Jordan,2002,1812.288374
Jordan,2001,1728.2659
Jordan,2000,1657.889256
Kazakhstan,2014,1286.56511
Kazakhstan,2013,1389.8561
Kazakhstan,2012,12387.18982
Kazakhstan,2011,11634.42422
Kazakhstan,2010,4599.4110684285715
Kazakhstan,2009,7165.2775
Kazakhstan,2008,8513.564645
Kazakhstan,2007,6771.414797
Kazakhstan,2006,5291.57565
Kazakhstan,2005,3771.278957
Kazakhstan,2004,2874.288291
Kazakhstan,2003,268.123657
Kazakhstan,2002,1658.31146
Kazakhstan,2001,149.926751
Kazakhstan,2000,1229.958
Kenya,2014,1335.6458
Kenya,2013,1229.114798
Kenya,2012,1155.2582
Kenya,2011,987.4453967
Kenya,2010,967.34773
Kenya,2009,828.3147766416668
Kenya,2008,916.8992515
Kenya,2007,839.181117
Kenya,2006,697.66385
Kenya,2005,519.7999346
Kenya,2004,458.8843551
Kenya,2003,436.6875357
Kenya,2002,395.8493511
Kiribati,2014,1684.54274
Kiribati,2013,1724.361737
Kiribati,2012,1763.815497
Kiribati,2011,1692.613277
Kiribati,2010,1493.1651
Kiribati,2009,1297.285141
Kiribati,2008,1413.3234
Kiribati,2007,1357.632211
Kiribati,2006,1151.555618
Kiribati,2005,1214.556667
Kiribati,2004,113.6286
Kiribati,2003,115.3865
Kiribati,2002,826.58554
Kiribati,2001,734.9492461
Kiribati,2000,796.7937634
Latvia,2014,15725.1374
Latvia,2013,1532.22924
Latvia,2012,13822.8559
Latvia,2011,1372.68947
Latvia,2010,11326.21947
Latvia,2009,12219.37379
Latvia,2008,16348.53121
Latvia,2007,1444.1589
Latvia,2006,9667.9757
Latvia,2005,7558.7426
Latvia,2004,6351.8125
Latvia,2003,5134.95694
Latvia,2002,4132.34927
Latvia,2001,3572.8513
Latvia,2000,3352.731296
Lebanon,2014,8161.4614
Lebanon,2013,846.285153
Lebanon,2012,8787.94668
Lebanon,2011,8734.9653
Lebanon,2010,8763.826274
Lebanon,2009,5300.584023857143
Lebanon,2008,712.775759
Lebanon,2007,614.271115
Lebanon,2006,5372.65899
Lebanon,2005,5339.441291
Lebanon,2004,5424.22356
Lebanon,2003,5425.6697
Lebanon,2002,5436.595223
Lebanon,2001,5253.122599
Lebanon,2000,5334.93329
Lesotho,2014,1174.839214
Lesotho,2013,1196.1335
Lesotho,2012,1281.516
Lesotho,2011,1352.38433
Lesotho,2010,1173.26212
